pet_name,pet_photosLink,pet_gender,pet_description,pet_lastUpdated,pet_type,pet_ID,shelter_ID,pet_breed1,pet_breed2,pet_detail,pet_detail/$t
Antigua,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/40917573/1/?bust=1518284439&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/40917573/1/?bust=1518284439&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/40917573/1/?bust=1518284439&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/40917573/1/?bust=1518284439&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/40917573/1/?bust=1518284439&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/40917573/2/?bust=1526839891&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/40917573/2/?bust=1526839891&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/40917573/2/?bust=1526839891&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/40917573/2/?bust=1526839891&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/40917573/2/?bust=1526839891&width=50&-t.jpg', '@id': '2'}]}",F,"Five year old Antigua, is a big beefy cat!  Seems to enjoy attention and will make a great companion for your household. She is amazing, sweet and adorable.",2018-02-10T17:41:30+00:00,Cat,40917573,NV129,Domestic Short Hair,,housetrained,
Fin,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/40945460/1/?bust=1518571084&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/40945460/1/?bust=1518571084&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/40945460/1/?bust=1518571084&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/40945460/1/?bust=1518571084&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/40945460/1/?bust=1518571084&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/40945460/2/?bust=1520731038&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/40945460/2/?bust=1520731038&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/40945460/2/?bust=1520731038&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/40945460/2/?bust=1520731038&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/40945460/2/?bust=1520731038&width=50&-t.jpg', '@id': '2'}]}",M,"Five year old Fin, is a quiet, calm boy who is motivated by cookies!  He is sweet and ready for a new home of his own.
He gets along with other cats.  He moves around the house with my other 5 cats.  He lets you know he is hungry in the am.  He is friendly and will come to you to be petted.",2018-02-14T01:19:01+00:00,Cat,40945460,NV129,Domestic Short Hair,,housetrained,
Destiny,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/41207104/1/?bust=1534885363&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/41207104/1/?bust=1534885363&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/41207104/1/?bust=1534885363&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/41207104/1/?bust=1534885363&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/41207104/1/?bust=1534885363&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/41207104/2/?bust=1524177644&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/41207104/2/?bust=1524177644&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/41207104/2/?bust=1524177644&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/41207104/2/?bust=1524177644&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/41207104/2/?bust=1524177644&width=50&-t.jpg', '@id': '2'}]}",F,"Destiny is a fluffy but petite 3 year old girl who loves to sit in cat trees watching the world through the window. She likes her scratching post, gentle brushing and gets excited for treats. When you speak softly and pet her, she purrs with contentment. No dogs please. This butterball loves to snack on treats and lounge next to you. She's happy watching TV or looking out the window. Destiny follows you around the house and will come when you call her. She loves gentle brushing, her scratching post and toy mice. 



",2018-03-18T14:54:47+00:00,Cat,41207104,NV129,Domestic Long Hair,Tortoiseshell,noCats,
Cabello,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/41269548/1/?bust=1522167063&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/41269548/1/?bust=1522167063&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/41269548/1/?bust=1522167063&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/41269548/1/?bust=1522167063&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/41269548/1/?bust=1522167063&width=50&-t.jpg', '@id': '1'}]}",F,"Eight year old Cabello is beautiful and sporting a wonderful lion cut for Spring!
Sweet and friendly!",2018-03-27T16:11:48+00:00,Cat,41269548,NV129,Tortoiseshell,,housetrained,
Atlas,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/41575505/1/?bust=1525711404&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/41575505/1/?bust=1525711404&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/41575505/1/?bust=1525711404&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/41575505/1/?bust=1525711404&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/41575505/1/?bust=1525711404&width=50&-t.jpg', '@id': '1'}]}",M,"Two year old Atlas, is a looker, who is ok with older kids, not nok with dogs unless they give him time to adjust.l  He’s very sweet and independent, his favorite thing to do is scratch, scratching posts and those cardboard scratchers and he loves to be petted, he is fine with other cats, he will get along better with other cats than dogs.",2018-05-07T16:45:24+00:00,Cat,41575505,NV129,Domestic Long Hair,,housetrained,
Doreen,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/41741126/1/?bust=1530144111&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/41741126/1/?bust=1530144111&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/41741126/1/?bust=1530144111&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/41741126/1/?bust=1530144111&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/41741126/1/?bust=1530144111&width=50&-t.jpg', '@id': '1'}]}",F,"Five year old Doreen is a charmer, please come and meet her today! She may be best with a kitten or as an only cat.  She comes when called, even to a perfect stranger.",2018-05-27T18:34:13+00:00,Cat,41741126,NV129,Domestic Short Hair,Tabby,housetrained,
Woody,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42115880/1/?bust=1531000883&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42115880/1/?bust=1531000883&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42115880/1/?bust=1531000883&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42115880/1/?bust=1531000883&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42115880/1/?bust=1531000883&width=50&-t.jpg', '@id': '1'}]}",M,"My name is Woody.  I am very vocal and love human attention.  I love to be held and snuggled.  I also like to explore so stand back and watch me snoop.  Don’t keep any doors closed, it puts a cramp in my style.  How am I supposed to explore with doors closed?  I’m a big boy ,a little bulky. That just means there is more of me to love.  I eat wet and dry food and use my litter box.  No one knows yet how I am with dogs.",2018-07-07T22:02:21+00:00,Cat,42115880,NV129,Domestic Short Hair,,housetrained,
Sia,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42124218/1/?bust=1531091001&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42124218/1/?bust=1531091001&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42124218/1/?bust=1531091001&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42124218/1/?bust=1531091001&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42124218/1/?bust=1531091001&width=50&-t.jpg', '@id': '1'}]}",F,"What can I say, just a darling beautiful cat.  Meet Sia, just two years of age.  She is deaf.",2018-07-08T23:04:19+00:00,Cat,42124218,NV129,Domestic Short Hair,,housetrained,
Graceland,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42281750/1/?bust=1532475589&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42281750/1/?bust=1532475589&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42281750/1/?bust=1532475589&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42281750/1/?bust=1532475589&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42281750/1/?bust=1532475589&width=50&-t.jpg', '@id': '1'}]}",F,"Two year old Graceland, does not appear to like female cats...she may be okay around male cats.  She is inquisitive and fun.  She prefers her hind legs to be left alone...silly girl.",2018-07-24T23:41:01+00:00,Cat,42281750,NV129,Domestic Short Hair,,housetrained,
Madison,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42281810/1/?bust=1533592555&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42281810/1/?bust=1533592555&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42281810/1/?bust=1533592555&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42281810/1/?bust=1533592555&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42281810/1/?bust=1533592555&width=50&-t.jpg', '@id': '1'}]}",F,"Three year old Madison, is a charmer.  She has a beautiful smoke colored coat, she is friendly and outgoing.  She does have a mild heart murmer, this does not slow her down at all. She does well with other cats.",2018-07-25T00:02:18+00:00,Cat,42281810,NV129,Domestic Medium Hair,,housetrained,
Grapple,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42281833/1/?bust=1532477290&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42281833/1/?bust=1532477290&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42281833/1/?bust=1532477290&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42281833/1/?bust=1532477290&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42281833/1/?bust=1532477290&width=50&-t.jpg', '@id': '1'}]}",M,"Twelve year old Grapple was dumped at the shelter with another cat from the same home, that ones name is, Collins.  Grapple is a big friendly senior, his adopt fee is only $40.00.",2018-07-25T00:09:29+00:00,Cat,42281833,NV129,Domestic Short Hair,,housetrained,
Belle,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42467573/1/?bust=1534201839&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42467573/1/?bust=1534201839&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42467573/1/?bust=1534201839&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42467573/1/?bust=1534201839&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42467573/1/?bust=1534201839&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42467573/2/?bust=1534201842&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42467573/2/?bust=1534201842&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42467573/2/?bust=1534201842&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42467573/2/?bust=1534201842&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42467573/2/?bust=1534201842&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42467573/3/?bust=1534201843&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42467573/3/?bust=1534201843&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42467573/3/?bust=1534201843&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42467573/3/?bust=1534201843&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42467573/3/?bust=1534201843&width=50&-t.jpg', '@id': '3'}]}",F,"Belle is a female Maltipoo, 6 months old, and about 9 lbs. She was surrendered due to change in owners circumstances. She is a puppy, so will need guidance. She's a sweet baby who needs a home with lots of love to give.  She will need to be an only dog, and NO CHILDREN under 10.

Adoption Fee $300.00

If interested, please complete an application at:

https://forecloseduponpets.org/dog-adoption-application/

",2018-08-13T23:11:25+00:00,Dog,42467573,NV129,Maltese,Poodle,noKids,
Reba,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42475991/1/?bust=1534293092&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42475991/1/?bust=1534293092&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42475991/1/?bust=1534293092&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42475991/1/?bust=1534293092&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42475991/1/?bust=1534293092&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42475991/2/?bust=1534293095&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42475991/2/?bust=1534293095&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42475991/2/?bust=1534293095&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42475991/2/?bust=1534293095&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42475991/2/?bust=1534293095&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42475991/3/?bust=1534293097&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42475991/3/?bust=1534293097&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42475991/3/?bust=1534293097&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42475991/3/?bust=1534293097&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42475991/3/?bust=1534293097&width=50&-t.jpg', '@id': '3'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42475991/4/?bust=1534293106&width=60&-pnt.jpg', '@id': '4'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42475991/4/?bust=1534293106&width=95&-fpm.jpg', '@id': '4'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42475991/4/?bust=1534293106&width=500&-x.jpg', '@id': '4'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42475991/4/?bust=1534293106&width=300&-pn.jpg', '@id': '4'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42475991/4/?bust=1534293106&width=50&-t.jpg', '@id': '4'}]}",F,"Reba is a 4 year old female Border Collie Mix. She weighs about 35 pounds. A bit timid at first but warms up quickly. Would do best as an only animal in the house.  She is house broken.  Owner surrender.

Adoption fee $225.00

If interested, please complete an application at:

https://forecloseduponpets.org/dog-adoption-application/",2018-08-15T00:32:47+00:00,Dog,42475991,NV129,Border Collie,,noKids,
Seeley,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42479872/1/?bust=1534348886&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42479872/1/?bust=1534348886&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42479872/1/?bust=1534348886&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42479872/1/?bust=1534348886&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42479872/1/?bust=1534348886&width=50&-t.jpg', '@id': '1'}]}",F,Seeley at four years of age is a poser!  She is super friendly and outgoing.  Her adopt fee is $80.00.,2018-08-15T16:02:07+00:00,Cat,42479872,NV129,Calico,Tabby,housetrained,
Lucky,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42613995/1/?bust=1535659841&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42613995/1/?bust=1535659841&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42613995/1/?bust=1535659841&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42613995/1/?bust=1535659841&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42613995/1/?bust=1535659841&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42613995/2/?bust=1535659844&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42613995/2/?bust=1535659844&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42613995/2/?bust=1535659844&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42613995/2/?bust=1535659844&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42613995/2/?bust=1535659844&width=50&-t.jpg', '@id': '2'}]}",M,"My name is Lucky. I am a 9 year old yellow Lab. I weigh about 110 pounds. I enjoy just chilling with my family and other dogs. My family could no longer care for me but I was much loved.

Adoption fee $225.00

If interested, please complete an application at:

https://forecloseduponpets.org/dog-adoption-application/",2018-08-30T20:11:52+00:00,Dog,42613995,NV129,Labrador Retriever,,housetrained,
Brianna,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42614163/1/?bust=1535661522&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42614163/1/?bust=1535661522&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42614163/1/?bust=1535661522&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42614163/1/?bust=1535661522&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42614163/1/?bust=1535661522&width=50&-t.jpg', '@id': '1'}]}",F,"Brianna,  a grey little girl, is sweet and playful but also independent.  She will do her own thing.  She holds her own wrestling with her brothers, Billy and Bobby.  She’s a great eater and enjoys sitting at the window.  She likes having her beautiful soft fur brushed.  She is ready and waiting for her new home.
She is just nine weeks old and will be spayed on or about September 19th.  In the meantime, she is available for ""pre-adoption"" only.  To meet this little baby, please submit an application at:  www.fupilv.org it is located under the adopt tab.  Her adopt fee is $125.00.",2018-08-30T20:40:58+00:00,Cat,42614163,NV129,Domestic Short Hair,,housetrained,
Billy,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42614217/1/?bust=1535662146&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42614217/1/?bust=1535662146&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42614217/1/?bust=1535662146&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42614217/1/?bust=1535662146&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42614217/1/?bust=1535662146&width=50&-t.jpg', '@id': '1'}]}",M,"Billy is also a grey and white kitten with a pink nose, but he has a little black marking on his nose.  He also has white spots on his back.  He’s so handsome and a real loverboy!  Very sociable and playful but loves to snuggle with his human too.  He is just nine weeks old and will be neutered on or about September 19th. In the meantime, he is available for ""pre-adoption"" only. To meet this little baby, please submit an application at: www.fupilv.org it is located under the adopt tab. His adopt fee is $125.00.",2018-08-30T20:56:01+00:00,Cat,42614217,NV129,Domestic Short Hair,,housetrained,
Bobby,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42614249/1/?bust=1535662631&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42614249/1/?bust=1535662631&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42614249/1/?bust=1535662631&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42614249/1/?bust=1535662631&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42614249/1/?bust=1535662631&width=50&-t.jpg', '@id': '1'}]}",M,"Bobby, the big brother,  is actually kind of a momma’s boy.  He will call to you to pay attention to him.  He loves the be petted and picked up.  He’s grey and white with a pink nose and has a cute kink in his tail.  He’s a smoocher, very loveable .  He will probably sleep with his person.  Also, he’s got a good appetite and likes to play.  He is just nine weeks old and will be neutered on or about September 19th. In the meantime, he is available for ""pre-adoption"" only. To meet this little baby, please submit an application at: www.fupilv.org it is located under the adopt tab. His adopt fee is $125.00.
",2018-08-30T20:57:26+00:00,Cat,42614249,NV129,Domestic Short Hair,,housetrained,
Jackie,"{'photo': [{'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42624905/1/?bust=1535740804&width=60&-pnt.jpg', '@id': '1'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42624905/1/?bust=1535740804&width=95&-fpm.jpg', '@id': '1'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42624905/1/?bust=1535740804&width=500&-x.jpg', '@id': '1'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42624905/1/?bust=1535740804&width=300&-pn.jpg', '@id': '1'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42624905/1/?bust=1535740804&width=50&-t.jpg', '@id': '1'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42624905/2/?bust=1535740807&width=60&-pnt.jpg', '@id': '2'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42624905/2/?bust=1535740807&width=95&-fpm.jpg', '@id': '2'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42624905/2/?bust=1535740807&width=500&-x.jpg', '@id': '2'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42624905/2/?bust=1535740807&width=300&-pn.jpg', '@id': '2'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42624905/2/?bust=1535740807&width=50&-t.jpg', '@id': '2'}, {'@size': 'pnt', '$t': 'http://photos.petfinder.com/photos/pets/42624905/3/?bust=1535740809&width=60&-pnt.jpg', '@id': '3'}, {'@size': 'fpm', '$t': 'http://photos.petfinder.com/photos/pets/42624905/3/?bust=1535740809&width=95&-fpm.jpg', '@id': '3'}, {'@size': 'x', '$t': 'http://photos.petfinder.com/photos/pets/42624905/3/?bust=1535740809&width=500&-x.jpg', '@id': '3'}, {'@size': 'pn', '$t': 'http://photos.petfinder.com/photos/pets/42624905/3/?bust=1535740809&width=300&-pn.jpg', '@id': '3'}, {'@size': 't', '$t': 'http://photos.petfinder.com/photos/pets/42624905/3/?bust=1535740809&width=50&-t.jpg', '@id': '3'}]}",F,"I am a sweet 7 year old, 25.4 lb.  female black Schnauzer, from the same litter as, and need to be adopted with  Sparkie.  My owner has just passed away, so FUPI is going to find me a new loving home.  I am house trained, enjoy my walks and  looking forward to going to the dog park to play.  I am good in the car.  I have not been around children, but I think 10 years and up would be O.K.  Get along alright with other small dogs, but NO CATS!

Adoption fee $225.00

If interested, please complete an application at:

https://forecloseduponpets.org/dog-adoption-application/",2018-08-31T18:41:09+00:00,Dog,42624905,NV129,Schnauzer,,noKids,
